word,chunk,postposition,head-postag,dependency,is_arg,srl,predicate
ग्रहों,NP9,0_का,NP10,r6,0,,
वर्ग,NP10,0_का,JJP,r6-k1,1,ARG0,VGNN
पता,JJP,0,VGF,pof,0,,
लगाया,VGF,या_है,0,root,0,,
वाशिंगटन,NP,0_का,NP2,r6,0,,
बटलर,NP2,0_के_अनुसार,CCP,k7,0,,
हमारे,NP3,का_पास,VGF,k7,1,ARGM-LOC,VGF
पृथ्वी,NP4,0_जैसा,VGF,k1u,1,ARGM-MNR,VGF
ग्रह,NP5,0_का,NP6,r6,0,,
अस्तित्व,NP6,0_का,NP7,r6,0,,
जानकारी,NP7,0,VGF,k1,1,ARG1,VGF
फिलहाल,RBP,0,VGF,adv,1,ARGM-TMP,VGF
है,VGF,है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
खोज,NP8,0_से,VGF2,rh,1,ARGM-CAU,VGF2
उम्मीद,NP9,0,VGF2,k1,1,ARG1,VGF2
जाग,VGF2,0_उठ+या_है,CCP,ccof,0,,
कि,CCP2,0,NP9,rs,0,,
अंतरिक्ष,NP10,0_में,VGF3,k7p,0,,
पृथ्वी2,NP11,0_के_समान,VGF3,k1u,0,,
ग्रह2,NP12,0,VGF3,k1,0,,
मौजूद,JJP,0,VGF3,pof,0,,
हो,VGF3,0_सक+ता_है,CCP2,ccof,0,,
खोजे,VGNF,या_जा+या१,NP,nmod__k2inv,0,,
ग्रह,NP,0,VGF,k1,1,ARG1,VGF
पृथ्वी,NP2,0_जैसा,VGF,k1u,1,ARG2-ATR,VGF
हैं,VGF,है,0,root,0,,
नासा,NP,0_का,NP2,r6,0,,
मुख्यालय,NP2,0_पर,JJP,jjmod,0,,
आयोजित,JJP,0,NP3,nmod,0,,
सम्मेलन,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
विज्ञानियों,NP4,0_ने,VGF,k1,1,ARG0,VGF
बताया,VGF,या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ग्रहों,NP5,0_का,NP6,r6,0,,
द्रव्यमान,NP6,0,VGF2,k1,1,ARG1,VGF2
वरुण,NP7,0,VGF2,k1u,1,ARG2-ATR,VGF2
नेपचून,NP8,0,NP7,nmod,0,,
के2,FRAGP,0,NP7,fragof,0,,
होगा,VGF2,गा,CCP2,ccof,0,,
और,CCP2,0,CCP,ccof,0,,
व्यास,NP9,0,VGF3,k1,1,ARG1,VGF3
हमारी,NP10,का,NP11,r6,0,,
पृथ्वी,NP11,0_का,NP12,r6,0,,
तुलना,NP12,ना_में,VGF3,k7,1,ARGM-LOC,VGF3
ज्यादा,JJP2,0,VGF3,k1s,1,ARG2-ATR,VGF3
होगा2,VGF3,गा,CCP2,ccof,0,,
हालांकि,CCP,0,0,root,0,,
ग्रह,NP,0,VGF,k1,1,ARG1,VGF
दशक,NP2,0_के_दौरान,VGF,k7t,1,ARGM-TMP,VGF
हमारे,NP3,का,NP4,r6,0,,
सौरमंडल,NP4,0_के_बाहर,VGNF,k7p,1,ARGM-LOC,VGNF
NULL2,NULL2,0,0,root,0,,
खोजे,VGNF,या_जा+या१,NP5,nmod,0,,
ग्रहों,NP5,0_से,VGF,k1u,1,ARG2-ATR,VGF
हैं,VGF,है,CCP,ccof,0,,
ग्रहों,NP,0_का,NP2,r6,0,,
द्र्रव्यमान,NP2,0,VGF,k1,1,ARG1,VGF
बृहस्पति,NP3,0,CCP,ccof,0,,
ज्यूपिटर,NP4,0,NP3,nmod,0,,
के,FRAGP,0,NP3,fragof,0,,
और,CCP,0,VGF,k1u,1,ARGM-MNR,VGF
पृथ्वी,NP5,0_का_अपेक्षा,CCP,ccof,0,,
ज्यादा,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
माना,VGF,या_जा_रह+या_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ये,NP,0,VGF2,k1,1,ARG1,VGF2
गोले,NP2,0_का,VGF2,k1s,1,ARG2-ATR,VGF2
हैं,VGF2,है,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
कैंसरी,NP,0_का,NP2,r6,0,,
ग्रहों,NP2,0_का,NP3,r6,0,,
पथ,NP3,0_को,VGNF,k2,1,ARG1,VGNF
देखकर,VGNF,कर,VGF,vmod,0,,
अंदाजा,NP4,0,VGF,pof,0,,
लगाया,VGF,या_जा_सक+ता_है,CCP,ccof,0,,
कि,CCP2,0,VGF,k2,0,,
उन,NP5,0_पर,VGF2,k7p,1,ARGM-LOC,VGF2
हमारी,NP6,का,NP7,r6,0,,
पृथ्वी,NP7,0_के_समान,VGF2,k1u,1,ARGM-MNR,VGF2
जीवन,NP8,0,VGF2,k1,1,ARG1,VGF2
संभव,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2
है2,VGF2,है,CCP2,ccof,0,,
ताकि,CCP,0,0,root,0,,
पता,JJP,0,VGF,pof,0,,
चल,VGF,0_सक+या,CCP,ccof,0,,
कि,CCP2,0,VGF,k1,0,,
क्या,NP,0,VGF2,vmod,1,ARGM-ADV,VGF2
वहां,NP2,0,VGF2,k7p,1,ARGM-LOC,VGF2
जीवन,NP3,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2
पानी,NP4,0,CCP3,ccof,0,,
और,CCP3,0,NP6,nmod,0,,
सतह,NP5,0,CCP3,ccof,0,,
रूप,NP6,0_में,VGF2,k7,1,ARGM-MNR,VGF2
मौजूद,JJP2,0,VGF2,k1,1,ARG1,VGF2
है,VGF2,है,CCP2,ccof,0,,
जहां,NP7,0,VGF3,k7p,1,ARGM-LOC,VGF3
जीवन2,NP8,0,VGF3,k1,1,ARG1,VGF3
संभव,JJP3,0,VGF3,k1s,1,ARG2-ATR,VGF3
हो,VGF3,0_सक+या,NP2,nmod__relc,0,,
विज्ञानियों,NP,0_का,NP2,r6-k1,0,,
अंदाजा,NP2,0,VGF,pof,0,,
है,VGF,है,0,root,0,,
कि,CCP,0,VGF,k1,0,,
तारों,NP3,0_का_ओर,VGNN,rd,1,ARGM-DIR,VGNN
पड़ने,VGNN,ना_वाला,NP4,nmod__k1inv,0,,
ग्रहों,NP4,0_का,NP5,r6,1,ARG1,VGNN
हिस्से,NP5,0_का,NP6,r6,0,,
तापमान,NP6,0,VGF2,k1,1,ARG1,VGF2
सेल्सियस,NP7,0,VGF2,k1s,1,ARG2-ATR,VGF2
होगा,VGF2,गा,CCP,ccof,0,,
तारों,NP,0_के,NP2,r6,0,,
सामने,NP2,0_वाला,NP3,nmod,0,,
हिस्सा,NP3,0,NULL__VGF,k1,0,,
गरम,JJP,0,NULL__VGF,k1s,0,,
और,CCP,0,0,root,0,,
पीछे,NP4,0_का,NP5,r6,0,,
भाग,NP5,0,VGF,k1,1,ARG1,VGF
ठंडा,JJP2,0,VGF,k1s,1,ARG2-ATR,VGF
होगा,VGF,गा,CCP,ccof,0,,
यानी,CCP,0,0,root,0,,
पृथ्वी,NP,0_से_बाहर,VGNN,k7p,0,,
जीवन,NP2,0_का,NP3,r6,0,,
संभावनाओं,NP3,0_के_प्रति,VGNN,rd,0,,
अभी,NP4,0,VGNN,k7t,0,,
हताश,NP5,0,VGNN,pof,0,,
होने,VGNN,ना_का,NP6,r6,0,,
जरूरत,NP6,0,VGF,k1,1,ARG1,VGF
है,VGF,है,CCP,ccof,0,,
नक्सलवाद,NP,0_को,VGNN,k2,0,,
समाप्त,JJP,0,VGNN,pof,0,,
करने,VGNN,ना_पर,VGF,k7,1,ARGM-LOC,VGF
मंगलवार,NP2,0_को,VGF,k7t,1,ARGM-TMP,VGF
लोकसभा,NP3,0_में,VGF,k7p,1,ARGM-LOC,VGF
पाटिल,NP4,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
व्यवस्था,NP5,0,VGF2,k1,1,ARG1,VGF2
राज्यों,NP6,0_का,NP7,r6,0,,
मामला,NP7,0,VGF2,k1s,1,ARG2-ATR,VGF2
है,VGF2,है,CCP,ccof,0,,
इसलिए,NP,0,VGF,rh,1,ARGM-CAU,VGF
हिंसा,NP2,0_से,VGNN,k2,1,ARG1,VGNN
निपटने,VGNN,ना_का,NP3,r6,0,,
जिम्मेदारी,NP3,0,VGF,k1,1,ARG1,VGF
राज्यों,NP4,0_का,VGF,r6v,1,ARG0,VGNN
है,VGF,है,0,root,0,,
पाटिल,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
इसका,NP2,का,NP3,r6,0,,
मतलब,NP3,0,VGF2,k1,1,ARG2-ATR,VGF2
यह,NP4,0,VGF2,k1s,1,ARG1,VGF2
है,VGF2,है,CCP,ccof,0,,
कि2,CCP2,0,NP4,rs,0,,
केंद्र,NP5,0_का,VGF3,r6v,1,ARG1,VGF3
जिम्मेदारी,NP6,0,VGF3,k1,1,ARG2-ATR,VGF3
है2,VGF3,है,CCP2,ccof,0,,
लोकसभा,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF
प्रश्नोत्तरकाल,NP2,0_में,VGF,k7t,1,ARGM-LOC,VGF
गृहमंत्री,NP3,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
केंद्र,NP4,0_का,VGNN,k1,1,ARG0,VGNN
मानना,VGNN,ना,VGF2,k1,1,ARG1,VGF2
है,VGF2,है,CCP,ccof,0,,
कि2,CCP2,0,VGNN,k2,1,ARG1,VGNN
समस्या,NP5,0_को,VGF3,k2,0,,
सि‍र्फ़,RBP,0,NP6,nmod,0,,
पुलिस,NP6,0_का,NP7,r6,0,,
बल,NP7,0_पर,VGF3,k7,0,,
खत्म,JJP,0,VGF3,pof,0,,
किया,VGF3,या_जा_सक+ता,CCP2,ccof,0,,
इसके,NP,के_लिए,VGF,rt,1,ARGM-PRP,VGF
क्षेत्रों,NP2,0_का,NP3,r6-k2,0,,
विकास,NP3,0,VGNN,pof,0,,
करना,VGNN,ना,VGF,k1,1,ARG1,VGF
जरूरी,JJP,0,VGF,k1s,1,ARG2-ATR,VGF
है,VGF,है,0,root,0,,
इसलिए,CCP,0,VGF,rh,1,ARGM-DIS,VGF
राज्यों,NP,0_को,VGF,k4,1,ARG2,VGF
क्षेत्रों,NP2,0_में,VGF,k7p,1,ARGM-LOC,VGF
जमीन,NP3,0_का,NP4,r6,0,,
विवाद,NP4,0,CCP2,ccof,0,,
बेरोजगारी,NP5,0,CCP2,ccof,0,,
",2",CCP2,0,NP8,nmod,0,,
लोगों,NP6,0_के_साथ,VGNN,ras-k1,1,ARGM-MNR,VGNN
होने,VGNN,ना_वाला,NP7,nmod__k1inv,0,,
NULL2,NULL2,0,0,root,0,,
अन्याय,NP7,0_को,VGNN2,k2,1,ARG1,VGNN2
रोकने,VGNN2,ना_समेत,CCP2,ccof,0,,
समस्याओं,NP8,0_का,NP9,r6,0,,
NULL3,NULL__NP,0,0,root,0,,
समाधान,NP9,0,VGNN3,k2,1,ARG1,VGNN3
निकालने,VGNN3,ना_को,VGF,k2,1,ARG1,VGF
कहा,VGF,या_जा+या१_है,0,root,0,,
राज्यों,NP,0_को,VGF,k4,1,ARG2,VGF
जिले,NP2,0_का,NP3,r6,0,,
विकास,NP3,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF
रुपये,NP4,0,VGF,k2,1,ARG1,VGF
दिए,VGF,या_जा+या१_है,0,root,0,,
पाटिल,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
राज्यों,NP2,0_को,VGF2,k4,1,ARG2,VGF2
बलों,NP3,0_का,NP4,r6,0,,
बटालियन,NP4,0,VGF2,k2,1,ARG1,VGF2
दी,VGF2,या_जा+या१_है,CCP,ccof,0,,
राज्यों,NP,0_का,NP2,r6,0,,
पुलिस,NP2,0_का,NP3,r6,0,,
आधुनिकीकरण,NP3,0_के_लिए,VGF,rt,1,ARG2,VGF
रुपये,NP4,0,VGF,k2,1,ARG1,VGF
दिए,VGF,या_जा+या१_है,0,root,0,,
समस्या,NP,0_को,VGF,vmod,0,,
सदस्य,NP2,0,VGF,k1,0,,
खासकर,RBP,0,NP4,nmod,0,,
बिहार,NP3,0_का,NP4,r6,0,,
सांसद,NP4,0,VGF,k1s,1,ARG0,VGNN
सवाल,NP5,0,VGNN,k2,1,ARG1,VGNN
पूछना,VGNN,ना,VGF,pof,0,,
चाहते,VGF,ता_था,CCP,ccof,0,,
लेकिन,CCP,0,0,root,0,,
अध्यक्ष,NP6,0_ने,VGF2,k1,1,ARG0,VGNN2
समय,NP7,0_का,NP8,r6,0,,
पाबंदी,NP8,0_का,NP9,r6,0,,
NULL2,NULL__NP,0,0,root,0,,
हवाला,NP9,0,VGNF,k2,1,ARG1,VGNF
देकर,VGNF,कर,VGF2,vmod,0,,
उन्हें,NP10,को,VGF2,k4,0,,
NULL3,NULL__NP,0,0,root,0,,
मौका,NP11,0,VGNN2,k2,1,ARG1,VGNN2
देने,VGNN2,ना_से,VGF2,k2,0,,
इनकार,NP12,0,VGF2,pof,0,,
कर,VGF2,0_दे+या,CCP,ccof,0,,
बाद,NP,0_में,VGF,k7t,1,ARGM-DIS,VGF
अध्यक्ष,NP2,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
मसले,NP3,0_पर,VGF2,k7,0,,
सदन,NP4,0_में,VGF2,k7p,0,,
चर्चा,NP5,0,VGF2,pof,0,,
की,VGF2,या_जा+गा,CCP,ccof,0,,
पाटिल,NP,0_ने,VGF,k1,0,,
दावा,NP2,0,VGF,pof,0,,
किया,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,0,,
अक्टूबर,NP3,0,VGF2,k7t,1,ARGM-EXT,VGF2
कश्मीर,NP4,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
घटनाओं,NP5,0_में,VGF2,k7,1,ARGM-LOC,VGF2
कमी,NP6,0,VGF2,k1,1,ARG1,VGF2
आई,VGF2,या_है,CCP2,ccof,0,,
लेकिन,CCP2,0,CCP,ccof,0,,
पूर्वोत्तर,NP7,0_में,VGF3,k7p,0,,
बढ़ोतरी,NP8,0,VGF3,pof,0,,
हुई,VGF3,या_है,CCP2,ccof,0,,
अक्तूबर,NP,0,VGF,k7t,1,ARGM-TMP,VGF
घटनाएं,NP2,0,VGF,k1,1,ARG1,VGF
हुई,VGF,या,0,root,0,,
इनमें,NP,में,VGF,k7,1,ARGM-LOC,VGF
लोग,NP2,0,CCP,ccof,0,,
और,CCP,0,VGF,k2,1,ARG1,VGF
बलों,NP3,0_का,NP4,r6,0,,
जवान,NP4,0,CCP,ccof,0,,
मारे,VGF,या_जा+या१,0,root,0,,
जबकि,CCP,0,0,root,0,,
साल,NP,0,VGF,k7t,1,ARGM-TMP,VGF
अब,NP2,0,VGF,k7t,1,ARGM-EXT,VGF
घटनाओं,NP3,0_में,VGF,k7,1,ARGM-LOC,VGF
लोग,NP4,0,CCP2,ccof,0,,
और,CCP2,0,VGF,k2,1,ARG1,VGF
जवान,NP5,0,CCP2,ccof,0,,
मारे,VGF,या_जा+या१,CCP,ccof,0,,
सुपरस्टार,NP,0,NP2,nmod,0,,
बच्चन,NP2,0_को,VGF,k2,1,ARG0,VGF
सेट,NP3,0_पर,VGNN,k2p,1,ARGM-LOC,VGNN
लौटने,VGNN,ना_में,VGF,k7,1,ARGM-ADV,VGF
अभी,NP4,0,VGF,k7t,1,ARGM-TMP,VGF
महीने,NP5,0_का,NP6,r6,0,,
वक्त,NP6,0,VGF,k1,1,ARG1,VGF
लगेगा,VGF,गा,0,root,0,,
इसे,NP,को,VGNF,k2,1,ARG1,VGNF
देखते,VGNF,ता_हो+एं,VGF,vmod,0,,
उनके,NP2,के,NP3,r6,0,,
शो,NP3,0,NP4,nmod,0,,
केबीसी,NP4,0_का,NP5,r6,0,,
प्रसारण,NP5,0_में,VGF,k7,0,,
बदलाव,NP6,0,VGF,pof,0,,
किया,VGF,या_जा+या१_है,0,root,0,,
इंडिया,NP,0_का,VGF,r6,1,ARGM-LOC,VGF
नैयर,NP2,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,CCP,ccof,0,,
कि,CCP,0,0,root,0,,
अब,NP3,0,VGF2,k7t,0,,
शुक्रवार,NP4,0,CCP2,ccof,0,,
और,CCP2,0,VGF2,k7t,0,,
शनिवार,NP5,0_को,CCP2,ccof,0,,
२,NP6,0_का,NP7,r6-k2,0,,
प्रसारण,NP7,0,VGF2,pof,0,,
किया,VGF2,या_जा+गा,CCP,ccof,0,,
नैयर,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
अगर,CCP2,0,VGF2,rh,0,,
शो,NP2,0_का,NP3,r6-k2,0,,
प्रसारण,NP3,0,VGF2,pof,0,,
हफ्ते,NP4,0_में,VGF2,k7t,0,,
दिन,NP5,0,VGF2,k7t,0,,
किया,VGF2,या_जा+एं,CCP3,ccof,0,,
तो,CCP3,0,CCP,ccof,0,,
स्टॉक,NP6,0,VGF3,k1,1,ARG1,VGF3
दिसंबर,NP7,0,VGF3,k7t,1,ARGM-EXT,VGF3
चलेगा,VGF3,गा,CCP3,ccof,0,,
लेकिन,CCP,0,0,root,0,,
अगर,CCP2,0,VGNN,rh,0,,
हफ्ते,NP,0_में,VGNN,k7t,0,,
बार,NP2,0,VGNN,k7t,0,,
प्रसारण,NP3,0,VGNN,pof,0,,
होने,VGNN,ना_पर,VGF,vmod,1,ARGM-ADV,VGF
यह,NP4,0,VGF,k1,1,ARG0,VGF
जनवरी,NP5,0,VGF,k7t,1,ARGM-EXT,VGF
चलेगा,VGF,गा,CCP,ccof,0,,
नैयर,NP,0_ने,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
वक्त,NP2,0,VGF2,k7t,0,,
अमिताभ,NP3,0,VGF2,k1,0,,
स्वस्थ,JJP,0,VGF2,pof,0,,
हो,VGF2,0_जा+गा,CCP,ccof,0,,
आयोग,NP,0_को,VGNN,k4,1,ARG0,VGNN
मिलने,VGNN,ना_वाली,VGF,nmod__k2inv,0,,
शिकायतों,NP2,0_पर,VGF,k7,1,ARG1,VGNN
यकीन,NP3,0,VGF,pof,0,,
करें,VGF,एं,CCP,ccof,0,,
तो,CCP,0,CCP2,ccof,0,,
मध्यप्रदेश,NP4,0_का,NP5,r6,0,,
गौर,NP5,0_पर,VGF2,k7p,1,ARGM-LOC,VGF2
बहनों,NP6,0_का,NP7,r6,0,,
उत्पीड़न,NP7,0_का,NP8,r6,0,,
आरोप,NP8,0,VGF2,k2,1,ARG1,VGF2
है,VGF2,है,CCP,ccof,0,,
बल्कि,CCP2,0,0,root,0,,
दिल्ली,NP9,0_में,VGF3,k7p,1,ARGM-LOC,VGF3
उनकी,NP10,का,VGNF,r6,1,ARGM-MNR,VGNF
NULL2,NULL__NP,0,0,root,0,,
सताई,VGNF,या_हो+एं,VGF3,nmod__k1inv,1,ARGM-MNR,VGF3
महिलाओं,NP11,0_का,NP12,r6,1,ARG1,VGNF
तादाद,NP12,0,VGF3,k1,1,ARG1,VGF3
कम,NP13,0,VGF3,k2,1,ARG2-ATR,VGF3
है2,VGF3,है,CCP2,ccof,0,,
हालांकि,CCP,0,0,root,0,,
आयोग,NP,0_से,VGNF,k1,1,ARGM-CAU,VGNF
की,VGNF,या_जा+या१,NP2,nmod__k2inv,0,,
शिकायतों,NP2,0_में,VGF,k7,1,ARG1,VGNF
महिलाओं,NP3,0_ने,VGF,k1,1,ARG0,VGF
अपना,NP4,0,NP5,r6,0,,
पता,NP5,0,VGF,k2,1,ARG1,VGF
बताया,VGF,या,CCP,ccof,0,,
आयोग,NP,0_को,VGF,k4,1,ARG0,VGF
माह,NP2,0_के_दौरान,VGF,k7t,1,ARGM-TMP,VGF
महिलाओं,NP3,0_का,NP4,r6,0,,
शिकायतें,NP4,0,VGF,k2,1,ARG1,VGF
मिली,VGF,या_है,NULL__CCP,ccof,0,,
जिनमें,NP5,में,VGF2,k7,0,,
गौर,NP6,0_पर,VGF2,k7p,0,,
उत्पीड़न,NP7,0_का,NP8,r6,0,,
आरोप,NP8,0,VGF2,pof,0,,
लगाए,VGF2,या_जा+या१_है,NULL__CCP,ccof,0,,
चिट्ठियां,NP,0,VGF,k1,1,ARG1,VGF
दिल्ली,NP2,0_से,VGF,k5,1,ARG2-SOU,VGF
भेजी,VGF,या_जा+या१_है,0,root,0,,
ऐसे,NP,0,VGNN,rs,1,ARG1,VGNN
लिखने,VGNN,ना_वाला_को,VGNF,k4,1,ARG0,VGNF
यह,NP2,0,VGNF,k2,1,ARG1,VGNF
जानकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF
निराशा,NP3,0,VGF,k1,1,ARG1,VGF
होगी,VGF,गा,0,root,0,,
कि,CCP,0,NP3,rs,0,,
आयोग,NP4,0,VGF2,k1,0,,
ऐसे2,NP5,0_का,NP6,r6,0,,
आधार,NP6,0_पर,VGF2,k7,0,,
कार्रवाई,NP7,0,VGF2,pof,0,,
करेगा,VGF2,गा,CCP,ccof,0,,
आयोग,NP,0_का,VGF,r6,1,ARG0,VGF
कहना,VGF,ना,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
बिना,NEGP,0,CCP2,vmod,0,,
नाम,NP2,0,CCP2,ccof,0,,
और,CCP2,0,NP4,nmod,0,,
पते,NP3,0_वाली,CCP2,ccof,0,,
चिट्ठी,NP4,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
लगाए,VGNF,एं_जा+या१,NP5,nmod__k1inv,0,,
आरोपों,NP5,0_के_खिलाफ,VGF2,vmod,1,ARG1,VGNF
कार्रवाई,NP6,0,VGF2,k2,1,ARG1,VGF2
की,VGF2,या_जा_सक+ता,CCP,ccof,0,,
राज्य,NP,0_में,VGNF,k7p,1,ARGM-LOC,VGNF
मची,VGNF,या,NP2,nmod__k1inv,0,,
कुर्सी,NP2,0_का,NP3,r6,1,ARG1,VGNF
लड़ाई,NP3,0,CCP,ccof,0,,
और,CCP,0,VGF,ccof,1,ARGM-CAU,VGF
गौर,NP4,0_पर,VGNF2,k7p,1,ARGM-LOC,VGNF2
NULL2,NULL__NP,0,0,root,0,,
लगे,VGNF2,एं,NP5,nmod__k1inv,0,,
उत्पीड़न,NP5,0_का,NP6,r6,1,ARG1,VGNF2
आरोपों,NP6,0_से,CCP,ccof,0,,
मुख्यालय,NP7,0_में,VGF,k7p,1,ARGM-LOC,VGF
परेशानी,NP8,0,VGF,k1,1,ARG1,VGF
है,VGF,है,CCP2,ccof,0,,
बल्कि,CCP2,0,0,root,0,,
आयोग,NP9,0_में,VGF2,k7,1,ARGM-LOC,VGF2
सवाल,NP10,0,VGF2,k1,1,ARG1,VGF2
उठाए,VGF2,एं_जा_रह+एं,CCP2,ccof,0,,
कि,CCP3,0,NP10,rs,0,,
आखिर,RBP,0,VGF3,adv,1,ARGM-ADV,VGF3
गौर2,NP11,0_के_खिलाफ,VGF3,vmod,1,ARGM-LOC,VGF3
शिकायतें,NP12,0,VGF3,k2,1,ARG1,VGF3
कौन,NP13,0,VGF3,k1,1,ARG0,VGF3
कर,VGF3,0_रह+या,CCP3,ccof,0,,
यदि,CCP,0,VGF2,vmod,0,,
महिलाएं,NP,0,VGF,k2,1,ARG1,VGF
सचमुच,RBP,0,VGF,adv,1,ARGM-MNR,VGF
गौर,NP2,0_का,VGNF,r6,1,ARG1,VGNF
सताई,VGNF,या_हो+या,VGF,vmod,1,ARG2-ATR,VGF
हैं,VGF,है,CCP,ccof,0,,
तो,CCP2,0,0,root,0,,
लोगों,NP3,0_ने,VGF2,k1,0,,
नाम,NP4,0,CCP3,ccof,0,,
और,CCP3,0,VGF2,k2,0,,
पता,NP5,0,CCP3,ccof,0,,
गुप्त,JJP,0,VGF2,pof,0,,
क्यों,RBP2,0,VGF2,adv,0,,
रखा,VGF2,या,CCP2,ccof,0,,
आयोग,NP,0_का,NP2,r6,0,,
व्यास,NP2,0,VGF,k1,1,ARG0,VGF
कहती,VGF,ता_है,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
ऐसे,NP3,0,NP4,adv,0,,
आरोपों,NP4,0_के_खिलाफ,VGF2,vmod,1,ARGM-LOC,VGF2
कार्रवाई,NP5,0,VGF2,k2,1,ARG1,VGF2
की2,VGF2,या_जा_सक+ता,CCP,ccof,0,,
वे,NP,0,VGF,k1,1,ARG0,VGF
कहती,VGF,ता,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
जब,NP2,0,VGF2,k7t,1,ARGM-EXT,VGF2
शिकायत,NP3,0,VGNN,pof,0,,
करने,VGNN,ना_वाला,NP5,nmod,1,ARG0,VGF2
अपना,NP4,0,NP5,r6,0,,
नाम,NP5,0,CCP2,ccof,0,,
और,CCP2,0,VGF2,k2,1,ARG1,VGF2
पता,NP6,0,CCP2,ccof,0,,
बताता,VGF2,ता,NP7,nmod__relc,0,,
तब,NP7,0,VGF3,k7t,1,ARGM-EXT,VGF3
उसकी,NP8,का,NP9,r6,0,,
समस्या,NP9,0_को,VGF3,k2,1,ARG1,VGF3
आयोग,NP10,0,VGF3,k1,1,ARG0,VGF3
कैसे,RBP,0,VGF3,adv,1,ARGM-PRP,VGF3
सुलझा,VGF3,या_सक+ता,CCP,ccof,0,,
भाजपा,NP,0_में,VGF,k7,1,ARGM-LOC,VGF
खेमा,NP2,0,VGF,k1,1,ARG0,VGF
समय,NP3,0,VGF,k7t,1,ARGM-TMP,VGF
गौर,NP4,0_के_खिलाफ,VGF,vmod,1,ARGM-MNR,VGF
अभियान,NP5,0,VGF,k2,1,ARG1,VGF
चला,VGF,या_रह+या_है,0,root,0,,
तट,NP,0_पर,VGNF,k7p,1,ARGM-LOC,VGNF
हुई,VGNF,या,NP2,nmod__k1inv,0,,
दुर्घटना,NP2,0_में,VGNF2,k7,1,ARGM-LOC,VGNF2
NULL2,NULL__NP,0,0,root,0,,
मारे,VGNF2,एं_जा+या१,NP3,nmod__k2inv,0,,
भारतीयों,NP3,0_का,NP4,r6,1,ARG1,VGNF2
संख्या,NP4,0,VGF,k1,1,ARG1,VGF
NULL3,NULL__NP,0,0,root,0,,
बढ़कर,VGNF3,कर,VGF,vmod,1,ARG2-ATR,VGF
२१,NP5,0,VGF,k1s,1,ARGM-EXT,VGF
हो,VGF,०_जा+या१_है,0,root,0,,
तट,NP,0_पर,VGNF,k7p,1,ARGM-LOC,VGNF
हुई,VGNF,या,NP2,nmod__k1inv,0,,
दुर्घटना,NP2,0_में,VGNF2,k7,1,ARGM-LOC,VGNF2
NULL2,NULL__NP,0,0,root,0,,
मारे,VGNF2,एं_जा+या१,NP3,nmod__k2inv,0,,
भारतीयों,NP3,0_का,NP4,r6,1,ARG1,VGNF2
संख्या,NP4,0,VGF,k1,1,ARG1,VGF
NULL3,NULL__NP,0,0,root,0,,
बढ़कर,VGNF3,कर,VGF,vmod,1,ARG2-ATR,VGF
२१,NP5,0,VGF,k1s,1,ARGM-EXT,VGF
हो,VGF,०_जा+या१_है,0,root,0,,
उन्होंने,NP,0,VGF,k1,1,ARG0,VGF
कहा,VGF,या,0,root,0,,
कि,CCP,0,VGF,k2,1,ARG1,VGF
वह,NP2,0,VGF2,k1,1,ARG1,VGF2
बहरीन,NP3,0_में,VGF2,k7p,1,ARGM-LOC,VGF2
भारत,NP4,0_का,NP5,r6,0,,
