word,chunk,postposition,dependency-head,dependency,is_arg,srl,predicate,head-POS
यहां,NP2,0,VGF,k7p,1,ARGM-LOC,VGF,pn
जायदाद,NP3,0,VGF,k2,1,ARG1,VGF,n
खरीदी,VGF,या,0,root,0,,,v
मामले,NP,0,VGF,k1,1,ARG1,VGF,n
जिले,NP2,0_का,NP3,r6,0,,,n
शहर,NP3,0_से,VGF,ras-k1,1,ARG2-LOC,VGF,n
जुड़े,VGF,या_है,0,root,0,,,v
अधिकारी,NP,0_ने,VGF,k1,1,ARG0,VGF,n
बताया,VGF,या,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
मेंधर,NP2,0_में,VGNN,k7p,1,ARG2-LOC,VGNN,n
पाकिस्तानियों,NP3,0_का,VGNN,k1,1,ARG1,VGNN,n
बसने,VGNN,ना_का_पीछे,VGF2,k7,1,ARGM-CAU,VGF2,v
इरादा,NP4,0,VGF2,k1,1,ARG1,VGF2,n
छिपा,VGF2,या_हो_सक+ता_है,CCP,ccof,0,,,v
मेंधर,NP,0,VGF,k1,1,ARG1,VGF,n
रेखा,NP2,0_के_पास,JJP,jjmod,0,,,n
स्थित,JJP,0,NP,nmod,0,,,adj
महत्व,NP3,0_का,NP4,r6,0,,,n
शहर,NP4,0,VGF,k1s,1,ARG2-ATR,VGF,n
है,VGF,है,0,root,0,,,v
इलाके,NP,0_से,VGNF,k7p,1,ARGM-LOC,VGNF,n
होकर,VGNF,कर,VGF,adv,0,,,v
आतंकवादी,NP2,0,VGF,k1,1,ARG1,VGNF,n
भारत,NP3,0_में,VGF,k7p,0,,,n
प्रवेश,NP4,0,VGF,pof,0,,,n
करते,VGF,ता_रह+या_है,0,root,0,,,v
दीन,NP,0,JJP,jjmod,0,,,n
नामक,JJP,0,NP2,nmod,0,,,adj
व्यक्ति,NP2,0_ने,VGF,k1,0,,,n
पाकिस्तानियों,NP3,0_का,VGNN,k1,1,ARG1,VGNN,n
इलाके,NP4,0_में,VGNN,k7p,1,ARG2-LOC,VGNN,n
निवासी,NP5,0_का,NP6,r6,0,,,n
रूप,NP6,0_में,VGNN,adv,1,ARGM-MNR,VGNN,n
बसने,VGNN,ना_का,NP7,r6,0,,,v
मामले,NP7,0_से,VGF,k2,0,,,n
मंत्रालय,NP8,0_को,VGF,k4,0,,,n
अवगत,JJP2,0,VGF,pof,0,,,adj
कराया,VGF,या,0,root,0,,,v
दीन,NP,0_का,NP2,r6,0,,,n
दावा,NP2,0,VGF,k1,1,ARG1,VGF,n
सही,JJP,0,VGF,k1s,1,ARGM-MNR,VGF,adj
निकला,VGF,या,0,root,0,,,v
उल्लेखनीय,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
है,VGF,है,0,root,0,,,v
कि,CCP,0,NULL__NP,rs,0,,,avy
साल,NP,0,VGF2,k7t,1,ARGM-TMP,VGF2,n
नागरिक,NP2,0_द्वारा,VGNN,k1,0,,,n
चुनाव,NP3,0,VGNN,pof,0,,,n
लड़ने,VGNN,ना_का,NP4,r6,0,,,v
मामला,NP4,0,VGF2,k1,1,ARG1,VGF2,n
प्रकाश,NP5,0_में,VGF2,k7,1,ARGM-LOC,VGF2,n
आया,VGF2,या_था,CCP,ccof,0,,,v
दीन,NP,0,JJP,jjmod,0,,,n
नामक,JJP,0,NP2,nmod,0,,,adj
नागरिक,NP2,0_का,NP3,r6,0,,,n
पुत्र,NP3,0,NP4,nmod,0,,,n
जुल्फ़िकार,NP4,0_ने,VGF,k1,1,ARG1,VGNN,n
निवासी,NP5,0,VGNN,k1,1,ARG2-ATR,VGNN,n
होने,VGNN,ना_का,NP6,r6,0,,,v
प्रमाण,NP6,0,VGNF,k2,0,,,n
हासिल,JJP2,0,VGNF,pof,0,,,adj
कर,VGNF,0,VGF,vmod,1,ARGM-MNR,VGF,v
पुंछ,NP7,0_का,NP8,r6,0,,,n
गांव,NP8,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
जायदाद,NP9,0,VGF,k2,1,ARG1,VGF,n
खरीदी,VGF,या_था,0,root,0,,,v
इसके,NP,के_बाद,VGF,k7t,0,,,pn
साल,NP2,0,VGNF,k7t,1,ARGM-TMP,VGNF,n
हुए,VGNF,या,NP3,nmod__k1inv,0,,,v
चुनाव,NP3,0_में,VGNN,k7,1,ARG1,VGNF,n
उसने,NP4,ने,VGF,k1,0,,,pn
किस्मत,NP5,0,VGNN,k2,0,,,n
आजमाने,VGNN,ना_का,NP6,r6-k2,0,,,v
फैसला,NP6,0,VGF,pof,0,,,n
किया,VGF,या,0,root,0,,,v
मेंधर,NP,0_का,NP2,r6,0,,,n
मजिस्ट्रेट,NP2,0,CCP,ccof,0,,,n
और,CCP,0,VGNF,k1,1,ARG0,VGNF,avy
पुंछ,NP3,0_का,NP4,r6,0,,,n
उपायुक्त,NP4,0_द्वारा,CCP,ccof,0,,,n
सौंपी,VGNF,या_जा+या१,NP5,nmod__k2inv,0,,,v
रिपोर्ट,NP5,0_का,NP6,r6,1,ARG1,VGNF,n
आधार,NP6,0_पर,VGNN,k7,0,,,n
जम्मू,NP7,0_का,NP8,r6,0,,,n
शर्मा,NP8,0_ने,VGF,k1,0,,,n
जुल्फ़िकार,NP9,0,CCP2,ccof,0,,,n
और2,CCP2,0,NP12,r6,0,,,avy
उसके,NP10,0,NP11,r6,0,,,pn
परिवार,NP11,0_का,CCP2,ccof,0,,,n
निवासी,NP12,0_वाला,NP13,nmod,0,,,n
प्रमाण,NP13,0,VGNN,k2,0,,,n
रद्द,JJP,0,VGNN,pof,0,,,adj
करने,VGNN,ना_का,VGF,k2,0,,,v
आदेश,NP14,0,VGF,pof,0,,,n
दिया,VGF,या,0,root,0,,,v
वैसे,NP,0,VGF,sent-adv,1,ARGM-DIS,VGF,pn
जुल्फ़िकार,NP2,0_का,NP3,r6,0,,,n
परिवार,NP3,0,VGF,k1,1,ARG0,VGF,n
खुद,NP4,0_को,VGF,k2,1,ARG2,VGF,pn
नागरिक,NP5,0,VGF,k2g,1,ARG1,VGF,n
बताता,VGF,ता_रह+या,0,root,0,,,v
अधिकारी,NP,0,VGF,k1,1,ARG0,VGF,n
मानते,VGF,ता_है,0,root,0,,,v
कि,CCP,0,VGF,k2,1,ARG1,VGF,avy
राज्य,NP2,0_में,VGF2,k7p,1,ARGM-LOC,VGF2,n
नागरिकों,NP3,0_का,NP4,r6,0,,,n
संख्या,NP4,0,VGF2,k1,1,ARG1,VGF2,n
अधिक,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2,avy
होगी,VGF2,गा,CCP,ccof,0,,,v
वह,NP,0,VGF,k1,1,ARG1,VGF,pn
खराबी,NP2,0,VGF,k1s,1,ARG2-ATR,VGF,n
थी,VGF,था,CCP,ccof,0,,,v
और,CCP,0,0,root,0,,,avy
ही,NEGP,0,VGF2,fragof,1,ARGM-NEG,VGF2,avy
तार,NP3,0_को,VGF2,k2,1,ARG1,VGF2,n
चूहे,NP4,0_ने,VGF2,k1,1,ARG0,VGF2,n
कुतरा,VGF2,या_था,CCP,ccof,0,,,v
दरअसल,CCP,0,VGF,sent-adv,0,,,avy
सुरक्षाकर्मी,NP,0_ने,VGF,k1,0,,,n
मंच,NP2,0_पर,VGNF,k7p,1,ARGM-LOC,VGNF,n
लगे,VGNF,एं,NP3,nmod,0,,,v
पंखे,NP3,0_को,VGNN,k2,1,ARG1,VGNF,n
बंद,JJP,0,VGNN,pof,0,,,adj
करने,VGNN,ना_के_लिए,VGF,rt,0,,,v
गलती,NP4,0_से,VGF,adv,0,,,n
स्विच,NP5,0_को,VGF,k2,0,,,n
आफ,BLK,0,VGF,pof,0,,,unk
कर,VGF,0_दे+या,0,root,0,,,v
जिसके,NP6,के,NP7,r6,0,,,pn
तार,NP7,0,VGF2,k1,1,ARG1,VGF2,n
बटन,NP8,0_से,VGF2,ras-k1,1,ARG2-LOC,VGF2,n
जुड़े,VGF2,या_था,NP5,nmod__relc,0,,,v
वजह,NP,0,VGF,k1,1,ARG1,VGF,n
थी,VGF,था,0,root,0,,,v
कि,CCP,0,NP,rs,0,,,avy
सिंह,NP2,0,VGF2,k1,1,ARG0,VGF2,n
बार,RBP,0,VGF2,adv,1,ARGM-ADV,VGF2,adv
बटन,NP3,0,VGF2,k2,1,ARG1,VGF2,n
दबाते,VGF2,ता_रह+या,CCP2,ccof,0,,,v
लेकिन,CCP2,0,CCP,ccof,0,,,avy
प्रोजेक्ट,NP4,0_का,NP5,r6,0,,,n
पट्टिका,NP5,0_से,VGF3,k5,1,ARGM-LOC,VGF3,n
पर्दा,NP6,0,VGF3,k1,1,ARG0,VGF3,n
उठा,VGF3,या,CCP2,ccof,0,,,v
निगम,NP,0_ने,VGF,k1,1,ARG0,VGF,n
मामले,NP2,0_का,NP3,r6,0,,,n
जांच,NP3,0,VGF,k2,1,ARG1,VGF,n
पूरी,JJP,0,VGF,k2s,1,ARGM-MNR,VGF,adj
कर,VGF,0_ले+या_है,0,root,0,,,v
रिपोर्ट,NP,0,VGF,k2,1,ARG1,VGF,n
निदेशक,NP2,0_को,VGF,k4,1,ARG2,VGF,n
सौंप,VGF,0_दे+या_जा+या१_है,0,root,0,,,v
मंच,NP,0_पर,VGF,k7p,1,ARGM-LOC,VGF,n
गर्मी,NP2,0_से,VGF,k5,1,ARGM-MNS,VGF,n
राहत,NP3,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
पंखा,NP4,0,VGF,k1,1,ARG1,VGF,n
लगा,VGF,या_था,0,root,0,,,v
पंखे,NP,0_का,NP2,r6,0,,,n
आवाज,NP2,0_से,VGF,rh,1,ARGM-MNR,VGF,n
दिक्कत,NP3,0,VGF,k1,1,ARG1,VGF,n
थी,VGF,था,NULL__CCP,ccof,0,,,v
ही2,NP4,0,VGF2,sent-adv,1,ARGM-MNR,VGF2,avy
बगल,NP5,0_में,VGNF,k7,1,ARGM-LOC,VGNF,n
NULL2,NULL__NP,0,0,root,0,,,NULL
बैठी,VGNF,या,NP7,nmod,0,,,v
सोनी,NP6,0_का,NP7,r6,1,ARG1,VGNF,n
बाल,NP7,0,VGF2,k1,1,ARG0,VGF2,n
उड़ने,VGF2,ना_लग+या_था,NULL__CCP,ccof,0,,,v
इशारा,NP,0,VGF,k1,1,ARG1,VGF,n
हुआ,VGF,या,CCP,ccof,0,,,v
और,CCP,0,0,root,0,,,avy
सुरक्षाकर्मी,NP2,0_ने,VGF2,k1,0,,,n
कर,VGF2,0_दे+या,CCP,ccof,0,,,v
स्विच,NP3,0,VGF2,k2,0,,,n
आफ,RBP,0,VGF2,pof,0,,,unk
प्रोजेक्ट,NP,0_का,NP2,r6,0,,,n
लोकार्पण,NP2,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
प्रधानमंत्री,NP3,0_ने,VGF,k1,1,ARG0,VGF,n
जब,NP4,0,VGF,k7t,1,ARG1,VGF,pn
उठकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF,v
बटन,NP5,0,VGF,k2,1,ARG1,VGF,n
दबाया,VGF,या,CCP,nmod__relc,0,,,v
तो,CCP,0,VGF2,k7t,1,ARGM-ADV,VGF2,avy
सभी,NP6,0,VGF2,k1,1,ARG1,VGF2,avy
हैरान,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2,adj
रह,VGF2,0_जा+या१,0,root,0,,,v
पट्टिका,NP,0_के_ऊपर,VGNF,k7,1,ARGM-LOC,VGNF,n
लगा,VGNF,या,NP2,nmod__k1inv,0,,,v
पर्दा,NP2,0,VGF,k1,1,ARG1,VGNF,n
मस,RBP,0,VGF,pof-idiom,0,,,adv
हुआ,VGF,या,0,root,0,,,v
सिंह,NP,0_ने,VGF,k1,0,,,n
कोशिश,NP2,0,VGF,pof,0,,,n
की,VGF,या,CCP,ccof,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
पर्दा,NP3,0,VGF2,k1,1,ARG0,VGF2,n
सरका,VGF2,या,CCP,ccof,0,,,v
शाही,NP,0_का,NP2,r6,0,,,n
प्रयास,NP2,0,VGF,k1,1,ARG1,VGF,n
निरर्थक,JJP,0,VGF,k1s,1,ARGM-MNR,VGF,adj
गया,VGF,या१,0,root,0,,,v
बाद,NP,0_में,VGF,k7t,1,ARGM-TMP,VGF,nst
अधिकारी,NP2,0_ने,VGF,k1,1,ARG0,VGF,n
पर्दे,NP3,0_को,VGF,k2,1,ARG1,VGF,n
हाथ,NP4,0_से,VGNF,k3,1,ARGM-MNR,VGNF,n
लपेटकर,VGNF,कर,VGF,vmod,1,ARGM-MNR,VGF,v
ऊपर,NP5,0,VGF,rd,1,ARGM-DIR,VGF,nst
सरकाया,VGF,या,0,root,0,,,v
निगम,NP,0_ने,VGF,k1,1,ARG0,VGF,n
प्रधानमंत्री,NP2,0_का,NP3,r6,0,,,n
कार्यक्रम,NP3,0_में,VGNF,k7,1,ARGM-LOC,VGNF,n
हुई,VGNF,या,NP4,nmod__k1inv,0,,,v
NULL2,NULL__NP,0,0,root,0,,,NULL
गड़बड़ी,NP4,0_को,VGNF2,k2,1,ARG1,VGNF2,n
गंभीरता,NP5,0_से,VGNF2,adv,1,ARGM-MNR,VGNF2,n
लेते,VGNF2,ता_हो+या,VGF,vmod,1,ARGM-MNR,VGF,v
प्रोजेक्ट,NP6,0_का,NP7,r6,0,,,n
शर्मा,NP7,0_को,VGF,k4,1,ARG2,VGF,n
मामले,NP8,0_का,NP9,r6,0,,,n
जांच,NP9,0,VGF,k2,1,ARG1,VGF,n
सौंपी,VGF,या,0,root,0,,,v
शर्मा,NP,0_ने,VGF,k1,1,ARG0,VGF,n
जांच,NP2,0,VGNF,k2,0,,,n
पूरी,JJP,0,VGNF,pof,0,,,adj
कर,VGNF,0,VGF,vmod,1,ARGM-MNR,VGF,v
रिपोर्ट,NP3,0,VGF,k2,1,ARG1,VGF,n
निदेशक,NP4,0_को,VGF,k4,1,ARG2,VGF,n
दे,VGF,0_दे+या_है,0,root,0,,,v
रिपोर्ट,NP,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
स्विच,NP2,0_को,VGF,k2,1,ARG1,VGF,n
गड़बड़ी,NP3,0_का,NP4,r6,0,,,n
कारण,NP4,0,VGF,k2g,1,ARGM-CAU,VGF,n
बताया,VGF,या_जा+या१_है,0,root,0,,,v
चूंकि,CCP,0,NP3,rs,0,,,avy
सिस्टम,NP,0_में,VGF,k7,1,ARGM-LOC,VGF,n
खराबी,NP2,0,VGF,k2,1,ARG1,VGF,n
पाई,VGF,या_जा+या१,CCP,ccof,0,,,v
इसलिए,NP3,0,VGF2,rh,0,,,avy
अधिकारी,NP4,0,CCP2,ccof,0,,,n
या,CCP2,0,VGF2,k7,0,,,avy
कर्मचारी,NP5,0_पर,CCP2,ccof,0,,,n
कार्रवाई,NP6,0_का,NP7,r6-k2,0,,,n
अनुशंसा,NP7,0,VGF2,pof,0,,,n
की2,VGF2,या_जा+या१_है,0,root,0,,,v
कार्यक्रम,NP,0_का,NP2,r6,0,,,n
फिल्म,NP2,0,VGF,k1,1,ARG1,VGF,n
बनी,VGF,या_है,0,root,0,,,v
जिसमें,NP3,में,VGF2,k7p,1,ARGM-LOC,VGF2,pn
स्विच,NP4,0,VGNN,k2,0,,,unk
आफ,JJP,0,VGNN,pof,0,,,unk
किए,VGNN,या_जा+ना_का,NP5,r6,0,,,v
बात,NP5,0,VGF2,k1,1,ARG1,VGF2,n
साफ,JJP2,0,VGF2,k1s,1,ARG2-ATR,VGF2,adj
हो,VGF2,0_जा+या१_है,NP2,nmod__relc,0,,,v
समय,NP,0,VGF,k7t,0,,,n
बटन,NP2,0,VGNF,k2,1,ARG1,VGNF,n
NULL2,NULL__NP,0,0,root,0,,,NULL
दबाकर,VGNF,कर,VGNN,vmod,1,ARGM-MNS,VGNN,v
पर्दे,NP3,0_को,VGNN,k2,1,ARG1,VGNN,n
उठाने,VGNN,ना_का,NP4,r6-k2,0,,,v
रिहर्सल,NP4,0,VGF,pof,0,,,n
किया,VGF,या_जा+या१,NULL__CCP,ccof,0,,,v
NULL3,NULL3,0,0,root,0,,,NULL
तब,NP5,0,VGF2,k7t,1,ARGM-LOC,VGF2,pn
कुछ,NP6,0,VGF2,k1,1,ARG1,VGF2,pn
ठीक,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2,adj
था,VGF2,था,NULL__CCP,ccof,0,,,v
पहले,NP,0,VGF,k7t,1,ARGM-TMP,VGF,nst
रिमोट,NP2,0_से,VGNN,k3,1,ARGM-MNS,VGNN,n
पर्दा,NP3,0,VGNN,k2,1,ARG1,VGNN,n
उठाने,VGNN,ना_का,NP4,r6,0,,,v
व्यवस्था,NP4,0,VGF,k1,1,ARG1,VGF,n
हुई,VGF,या_था,0,root,0,,,v
जिसकी,NP5,का,NP6,r6,0,,,pn
अनुमति,NP6,0,VGF2,k2,1,ARG1,VGF2,n
एसपीजी,NP7,0_ने,VGF2,k1,1,ARG0,VGF2,n
दी,VGF2,या,NP4,nmod__relc,0,,,v
मंच,NP,0_पर,VGF,k7p,1,ARGM-LOC,VGF,n
जैमर,NP2,0,VGF,k1,1,ARG1,VGF,n
लगा,VGF,या_था,NP3,rs,0,,,v
इसलिए,NP3,0,VGF2,rh,1,ARGM-CAU,VGF2,avy
रिमोट,NP4,0_से,VGF2,k3,1,ARGM-MNS,VGF2,n
लोकार्पण,NP5,0_का,NP6,r6,0,,,n
व्यवस्था,NP6,0,VGF2,k1,1,ARG1,VGF2,n
खारिज,JJP,0,VGF2,k1s,1,ARG2-ATR,VGF2,adj
हुई,VGF2,या,0,root,0,,,v
लिहाजा,CCP,0,0,root,0,,,avy
बटन,NP,0_से,VGF,ras-k2,1,ARG1,VGF,n
सिस्टम,NP2,0,VGF,k2,1,ARG2-LOC,VGF,n
जोड़ा,VGF,या_जा+या१,CCP,ccof,0,,,v
इसका,NP,का,NP2,r6,0,,,pn
स्विच,NP2,0,VGF,k1,1,ARG1,VGF,n
था,VGF,था,0,root,0,,,v
एसपीजी,NP,0_को,VGF,k4,1,ARG2,VGF,n
सिस्टम,NP2,0,VGF,k2,1,ARG1,VGF,n
हालत,NP3,0_में,VGF,k7,1,ARGM-MNR,VGF,n
सौंपे,VGF,या_जा+या१,0,root,0,,,v
निगम,NP,0_ने,VGF,k1,1,ARG0,VGF,n
सुबह,NP2,0,NP3,nmod,0,,,n
बजे,NP3,0,VGF,k7t,1,ARGM-TMP,VGF,n
एसपीजी,NP4,0_को,VGF,k4,1,ARG2,VGF,n
सिस्टम,NP5,0,VGF,k2,1,ARG1,VGF,n
सौंप,VGF,0_दे+या,0,root,0,,,v
बाद,NP,0_में,VGF,k7t,1,ARGM-TMP,VGF,nst
एसपीजी,NP2,0_ने,VGF,k1,1,ARG0,VGF,n
किसी,NP3,0_को,VGF,k2,1,ARG2,VGF,pn
ऊपर,NP4,0,VGF,rd,1,ARGM-LOC,VGF,nst
जाने,VGF,ना_दे+या,0,root,0,,,v
बाद,NP,0_में,VGF,k7t,1,ARGM-TMP,VGF,nst
निगम,NP2,0_का,NP3,r6,0,,,n
अधिकारी,NP3,0,VGF,k1,1,ARG1,VGF,n
मंच,NP4,0_पर,VGF,k7p,1,ARGM-LOC,VGF,n
था,VGF,था,0,root,0,,,v
शाही,NP,0,VGF,k1,1,ARG0,VGF,n
भाषण,NP2,0_का_बाद,VGF,k7t,1,ARGM-TMP,VGF,n
मंच,NP3,0_से,VGF,k5,1,ARG2-SOU,VGF,n
नीचे,NP4,0,VGF,k7p,1,ARG2-GOL,VGF,nst
आ,VGF,0_जा+या१,0,root,0,,,v
कार्यक्रम,NP,0_के_बाद,VGF,k7t,1,ARGM-TMP,VGF,n
झाकड़ी,NP2,0_का,NP3,r6,0,,,n
शर्मा,NP3,0,VGF,k1,1,ARG0,VGF,n
मंच,NP4,0_पर,VGF,k7p,1,ARG2-GOL,VGF,n
गए,VGF,या१,NULL__CCP,ccof,0,,,v
तब,NP5,0,VGF2,k7t,1,ARGM-TMP,VGF2,pn
सईद,NP6,0,VGF2,k1,1,ARG1,VGF2,n
मंच2,NP7,0_पर,VGF2,k7p,1,ARGM-LOC,VGF2,n
थे,VGF2,था,NULL__CCP,ccof,0,,,v
",",NULL__CCP,0,0,root,0,,,punc
समय,NP8,0,VGF3,k7t,0,,,n
लोकार्पण,NP9,0_का,NP10,r6,0,,,n
सिस्टम,NP10,0_का,NP11,r6,0,,,n
स्विच,NP11,0,VGF3,k2,0,,,n
आफ,JJP,0,VGF3,pof,0,,,unk
पाया,VGF3,या_जा+या१,NULL__CCP,ccof,0,,,v
NULL2,NULL__NP,0,0,root,0,,,NULL
जांच,NP,0_से,VGNF,k5,1,ARG2-SOU,VGNF,n
मिले,VGNF,या,NP2,nmod__k1inv,0,,,v
तथ्यों,NP2,0_से,VGF,rh,1,ARG1,VGNF,n
एसजेवीएन,NP3,0_का,NP4,r6,0,,,n
अधिकारियों,NP4,0_ने,VGF,k1,0,,,n
राहत,NP5,0_का,NP6,r6-k2,0,,,n
सांस,NP6,0,VGF,pof,0,,,n
ली,VGF,या_है,0,root,0,,,v
अब,NP,0,VGF,k7t,1,ARGM-TMP,VGF,pn
गड़बड़ी,NP2,0_के_लिए,VGF,rt,1,ARGM-PRP,VGF,n
सुरक्षाकर्मियों,NP3,0_को,VGF,k2,1,ARG1,VGF,n
दोषी,JJP,0,VGF,k2s,1,ARG2-ATR,VGF,adj
माना,VGF,या_जा_रह+या_है,0,root,0,,,v
सुरक्षा,NP,0_का,NP2,r6,0,,,n
व्यवस्था,NP2,0_से,VGF,rh,1,ARGM-LOC,VGF,n
एसजेवीएन,NP3,0_का,NP4,r6,0,,,n
आस,NP4,0,VGF,k1,1,ARG1,VGF,n
अधूरी,JJP,0,VGF,k1s,1,ARG2-ATR,VGF,adj
रह,VGF,0_जा+या१,0,root,0,,,v
मंच,NP,0,VGF,k2,1,ARG1,VGF,n
छोटा,JJP,0,VGF,k2s,1,ARG2-ATR,VGF,adj
बनाया,VGF,या_जा+या१,0,root,0,,,v
जिससे,NP2,से,VGF2,rh,1,ARGM-MNS,VGF2,pn
उच्चाधिकारियों,NP3,0_को,VGF2,k4,1,ARG0,VGF2,n
वहां,NP4,0,VGF2,k7p,1,ARGM-LOC,VGF2,pn
जगह,NP5,0,VGF2,k2,1,ARG1,VGF2,n
मिली,VGF2,या,VGF,vmod,1,ARGM-ADV,VGF,v
कारणों,NP,0_से,VGF,rh,0,,,n
कार्यक्रम,NP2,0_को,VGF,k2,0,,,n
पीएम,NP3,0_का,NP4,r6,0,,,n
मौजूदगी,NP4,0_में,VGNN,k7p,1,ARGM-LOC,VGNN,n
करने,VGNN,ना_का,NP5,r6-k1,0,,,v
इजाजत,NP5,0,VGF,pof,0,,,n
मिली,VGF,या,0,root,0,,,v
प्रधानमंत्री,NP,0_का,NP2,r6,0,,,n
दिन,NP2,0_का,NP3,r6,0,,,n
भोजन,NP3,0,VGF,k1,1,ARG1,VGF,n
झाकड़ी,NP4,0_में,VGF,k7p,1,ARGM-LOC,VGF,n
हुआ,VGF,या,0,root,0,,,v
स्थान,NP,0,VGNN,k1,1,ARG2-ATR,VGNN,n
होने,VGNN,ना_के_बावजूद,VGF,vmod,0,,,v
कल्पा,NP2,0_में,VGF,k7p,1,ARG1,VGNN,n
इसका,NP3,का,NP4,r6-k1,0,,,pn
इंतजाम,NP4,0,VGF,pof,0,,,n
हुआ,VGF,या,0,root,0,,,v
इससे,NP,से_पहला,VGF,k7t,0,,,pn
एसपीजी,NP2,0_ने,VGF,k1,1,ARG0,VGNN,n
सांसदों,NP3,0_का,NP4,r6,0,,,n
मंच,NP4,0_पर,VGNN,k7p,1,ARGM-LOC,VGNN,n
बैठने,VGNN,ना_पर,VGF,k7,0,,,v
आपत्ति,NP5,0,VGF,pof,0,,,n
जतायी,VGF,या_था,CCP,ccof,0,,,v
लेकिन,CCP,0,0,root,0,,,avy
बाद,NP6,0_में,VGF2,k7t,1,ARGM-TMP,VGF2,nst
सिंह,NP7,0_का,NP8,r6,0,,,n
हस्तक्षेप,NP8,0_से,VGF2,k3,1,ARGM-MNS,VGF2,n
सांसदों2,NP9,0_के_लिए,VGF2,rt,1,ARGM-PRP,VGF2,n
मंच2,NP10,0_पर,VGF2,k7p,1,ARGM-LOC,VGF2,n
कुर्सी,NP11,0,VGF2,k2,1,ARG1,VGF2,n
लगीं,VGF2,या,CCP,ccof,0,,,v
कार्यक्रम,NP,0_का,NP2,r6,0,,,n
फिल्म,NP2,0_में,VGNN,k7,1,ARGM-LOC,VGNN,n
एसपीजी,NP3,0_द्वारा,VGNN,k1,1,ARG0,VGNN,n
कुर्सियों,NP4,0_को,VGNF,k2,1,ARG1,VGNF,n
उलटपुलटकर,VGNF,कर,VGNN,vmod,1,ARG1,VGNN,v
देखने,VGNN,ना_का,NP5,r6,0,,,v
सीन,NP5,0,VGF,k1,1,ARG1,VGF,n
कैद,NP6,0,VGF,k1s,1,ARG2-ATR,VGF,n
हैं,VGF,है,0,root,0,,,v
जांच,NP,0_में,VGF,k7,1,ARGM-LOC,VGF,n
एसजेवीएन,NP2,0_को,VGF,k4a,1,ARG0,VGF,n
राहत,NP3,0,VGF,k1,1,ARG1,VGF,n
मिल,VGF,0_जा+या१_है,CCP,ccof,0,,,v
और,CCP,0,0,root,0,,,avy
अधिकारियों,NP4,0_पर,VGNF,k7p,1,ARG2-LOC,VGNF,n
कार्रवाई,NP5,0_का,VGNF,r6,1,ARGM-MNR,VGNF,n
लटकती,VGNF,ता,NP6,nmod__k1inv,0,,,v
तलवार,NP6,0,VGF2,k1,1,ARG0,VGF2,n
सिर,NP7,0_का_ऊपर_से,VGF2,k5,1,ARGM-LOC,VGF2,n
दूर,NP8,0,VGF2,rd,1,ARGM-LOC,VGF2,nst
निकल,VGF2,0_जा+या१_है,CCP,ccof,0,,,v
चोरी,NP,0,CCP,ccof,0,,,n
और,CCP,0,NP6,rs,0,,,avy
उस,NP2,0_पर,NP3,nmod,0,,,pn
सीनाजोरी,NP3,0,CCP,ccof,0,,,n
वीक,NP4,0_में,VGF,k7,1,ARGM-LOC,VGF,n
बार,NP5,0,VGF,k7t,1,ARGM-TMP,VGF,n
ऐसा,NP6,0,VGF,k1,1,ARG1,VGF,pn
चल,VGF,0_रह+या_है,0,root,0,,,v
सो,CCP,0,0,root,0,,,avy
उन्होंने,NP,ने,VGF,k1,1,ARG0,VGF2,pn
दोपहर,NP2,0,VGF,k7t,0,,,n
प्रेसकांफ्रेंस,NP3,0,VGF,pof,0,,,n
बुलाई,VGF,या,CCP2,ccof,0,,,v
और,CCP2,0,CCP,ccof,0,,,avy
साफ,RBP,0,VGF2,adv,1,ARGM-MNR,VGF2,avy
कहाः,VGF2,या,CCP2,ccof,0,,,v
",2",BLK,0,VGF3,sent-adv,0,,,punc
मैंने,NP4,ने,NP6,nmod,0,,,pn
आउटफिट,NP5,0_को,VGF3,k2,0,,,n
खुद,NP6,0,VGF3,k1,0,,,pn
डिजाइन,NP7,0,VGF3,pof,0,,,n
किया,VGF3,या_है,VGF2,k2,1,ARG1,VGF2,v
अगर,CCP,0,VGF2,rh,1,ARGM-DIS,VGF2,avy
कुछ,NP,0,VGF,k1,1,ARG1,VGF,pn
ओरिजनल,BLK,0,VGF,k1s,1,ARG2-ATR,VGF,unk
है,VGF,है,CCP,ccof,0,,,v
तो,CCP2,0,0,root,0,,,avy
डिजाइनरों,NP2,0_का,NP3,r6,0,,,n
काम,NP3,0,VGF2,k1,1,ARG0,VGF2,n
सिर,NP4,0,VGNF,pof,0,,,n
चढ़कर,VGNF,कर,VGF2,adv,1,ARGM-MNR,VGF2,v
बोल,VGF2,0_रह+या_है,CCP2,ccof,0,,,v
वीक,NP,0_का,NP2,r6,0,,,n
